03-30 13:22:23.626: I/System.out(3255): Sensor Value:13657.685
03-30 13:22:23.641: I/System.out(3255): Sensor Value:13818.734
03-30 13:22:23.673: I/System.out(3255): Sensor Value:13981.684
03-30 13:22:23.720: I/System.out(3255): Sensor Value:45.284096
03-30 13:22:23.736: I/System.out(3255): Sensor Value:7.2729897
03-30 13:22:23.751: I/System.out(3255): Sensor Value:4.497512
03-30 13:22:23.766: I/System.out(3255): Sensor Value:4.241468
03-30 13:22:23.782: I/System.out(3255): Sensor Value:4.192035
03-30 13:22:24.220: I/System.out(3255): Sensor Value:13032.03
03-30 13:22:24.251: I/System.out(3255): Sensor Value:13185.71
03-30 13:22:24.282: I/System.out(3255): Sensor Value:13818.734
03-30 13:22:24.579: I/System.out(3255): Sensor Value:13498.512
03-30 13:22:24.720: I/System.out(3255): Sensor Value:59.298542
03-30 13:22:24.736: I/System.out(3255): Sensor Value:7.894991
03-30 13:22:24.751: I/System.out(3255): Sensor Value:4.8821487
03-30 13:22:24.766: I/System.out(3255): Sensor Value:4.047168
03-30 13:22:25.227: I/System.out(3255): Sensor Value:14482.157
03-30 13:22:25.352: I/System.out(3255): Sensor Value:14652.93
03-30 13:22:25.548: I/System.out(3255): Sensor Value:14825.715
03-30 13:22:25.563: I/System.out(3255): Sensor Value:15000.547
03-30 13:22:25.657: I/System.out(3255): Sensor Value:15177.432
03-30 13:22:25.720: I/System.out(3255): Sensor Value:79.49228
03-30 13:22:25.736: I/System.out(3255): Sensor Value:8.773497
03-30 13:22:25.751: I/System.out(3255): Sensor Value:5.1165347
03-30 13:22:25.766: I/System.out(3255): Sensor Value:4.7134323
03-30 13:22:25.782: I/System.out(3255): Sensor Value:4.342088
03-30 13:22:25.798: I/System.out(3255): Sensor Value:4.241468
03-30 13:22:25.813: I/System.out(3255): Sensor Value:4.192035
03-30 13:22:26.220: I/System.out(3255): Sensor Value:13498.512
03-30 13:22:26.236: I/System.out(3255): Sensor Value:14146.562
03-30 13:22:26.251: I/System.out(3255): Sensor Value:14313.376
03-30 13:22:26.282: I/System.out(3255): Sensor Value:14482.157
03-30 13:22:26.313: I/System.out(3255): Sensor Value:14652.93
03-30 13:22:26.391: I/System.out(3255): Sensor Value:14313.376
03-30 13:22:26.727: I/System.out(3255): Sensor Value:16.1405
03-30 13:22:26.743: I/System.out(3255): Sensor Value:6.3930693
03-30 13:22:26.759: I/System.out(3255): Sensor Value:4.9397187
03-30 13:22:26.774: I/System.out(3255): Sensor Value:4.5505466
03-30 13:22:26.791: I/System.out(3255): Sensor Value:4.291483
03-30 13:22:26.806: I/System.out(3255): Sensor Value:4.192035
03-30 13:22:27.220: I/System.out(3255): Sensor Value:14146.562
03-30 13:22:27.266: I/System.out(3255): Sensor Value:14313.376
03-30 13:22:27.313: I/System.out(3255): Sensor Value:14482.157
03-30 13:22:27.330: I/System.out(3255): Sensor Value:14652.93
03-30 13:22:27.376: I/System.out(3255): Sensor Value:14825.715
03-30 13:22:27.423: I/System.out(3255): Sensor Value:15000.547
03-30 13:22:27.727: I/System.out(3255): Sensor Value:19.24356
03-30 13:22:27.742: I/System.out(3255): Sensor Value:6.621907
03-30 13:22:27.759: I/System.out(3255): Sensor Value:4.8821487
03-30 13:22:27.774: I/System.out(3255): Sensor Value:4.497512
03-30 13:22:27.790: I/System.out(3255): Sensor Value:4.241468
03-30 13:22:27.805: I/System.out(3255): Sensor Value:4.192035
03-30 13:22:28.165: I/System.out(3255): Sensor Value:4.241468
03-30 13:22:28.188: I/System.out(3255): Sensor Value:4.4450955
03-30 13:22:28.204: I/System.out(3255): Sensor Value:5.6858716
03-30 13:22:28.219: I/System.out(3255): Sensor Value:5.958843
03-30 13:22:28.235: I/System.out(3255): Sensor Value:32.232937
03-30 13:22:28.250: I/System.out(3255): Sensor Value:34.178734
03-30 13:22:28.266: I/System.out(3255): Sensor Value:34.58177
03-30 13:22:28.281: I/System.out(3255): Sensor Value:36.66937
03-30 13:22:28.313: I/System.out(3255): Sensor Value:37.10177
03-30 13:22:28.329: I/System.out(3255): Sensor Value:37.539276
03-30 13:22:28.344: I/System.out(3255): Sensor Value:37.981937
03-30 13:22:28.376: I/System.out(3255): Sensor Value:38.42982
03-30 13:22:28.391: I/System.out(3255): Sensor Value:38.882988
03-30 13:22:28.407: I/System.out(3255): Sensor Value:40.74971
03-30 13:22:28.563: I/System.out(3255): Sensor Value:41.230236
03-30 13:22:28.735: I/System.out(3255): Sensor Value:9.981052
03-30 13:22:28.751: I/System.out(3255): Sensor Value:6.9398174
03-30 13:22:28.766: I/System.out(3255): Sensor Value:6.4684563
03-30 13:22:28.782: I/System.out(3255): Sensor Value:6.3185606
03-30 13:22:28.797: I/System.out(3255): Sensor Value:6.02911
03-30 13:22:28.813: I/System.out(3255): Sensor Value:5.958843
03-30 13:22:28.867: I/System.out(3255): Sensor Value:5.8893957
03-30 13:22:28.883: I/System.out(3255): Sensor Value:5.820758
03-30 13:22:28.933: I/System.out(3255): Sensor Value:5.752919
