04-18 11:55:44.837:15720.698:1
04-18 11:55:44.838:15720.698:1
04-18 11:55:44.839:15720.698:1
04-18 11:55:44.84:15720.698:1
04-18 11:55:44.841:15720.698:1
04-18 11:55:44.843:15720.698:1
04-18 11:55:44.844:15720.698:1
04-18 11:55:44.845:15720.698:1
04-18 11:55:44.847:15720.698:1
04-18 11:55:44.848:15720.698:1
04-18 11:55:44.849:15720.698:1
04-18 11:55:44.85:15720.698:1
04-18 11:55:44.851:15720.698:1
04-18 11:55:44.852:15720.698:1
04-18 11:55:44.854:15720.698:1
04-18 11:55:44.855:15720.698:1
04-18 11:55:44.856:15720.698:1
04-18 11:55:44.857:15720.698:1
04-18 11:55:44.858:15720.698:1
04-18 11:55:44.86:15720.698:1
04-18 11:55:44.861:15720.698:1
04-18 11:55:44.862:15720.698:1
04-18 11:55:44.863:15720.698:1
04-18 11:55:44.864:13.85897:0
04-18 11:55:44.865:13.85897:0
04-18 11:55:44.866:13.85897:0
04-18 11:55:44.867:13.85897:0
04-18 11:55:44.868:13.85897:0
04-18 11:55:44.869:13.85897:0
04-18 11:55:44.871:13.85897:0
04-18 11:55:44.872:13.85897:0
04-18 11:55:44.873:13.85897:0
04-18 11:55:44.875:13.85897:0
04-18 11:55:44.876:13.85897:0
04-18 11:55:44.877:13.85897:0
04-18 11:55:44.878:13.85897:0
04-18 11:55:44.88:5.4254045:0
04-18 11:55:44.881:5.4254045:0
04-18 11:55:44.883:5.4254045:0
04-18 11:55:44.884:5.4254045:0
04-18 11:55:44.885:5.4254045:0
04-18 11:55:44.886:5.4254045:0
04-18 11:55:44.887:5.4254045:0
04-18 11:55:44.889:5.4254045:0
04-18 11:55:44.89:5.4254045:0
04-18 11:55:44.891:5.4254045:0
04-18 11:55:44.893:5.4254045:0
04-18 11:55:44.894:5.4254045:0
04-18 11:55:44.895:15537.482:1
04-18 11:55:44.896:15537.482:1
04-18 11:55:44.897:15537.482:1
04-18 11:55:44.898:15537.482:1
04-18 11:55:44.899:15537.482:1
04-18 11:55:44.901:15537.482:1
04-18 11:55:44.902:15537.482:1
04-18 11:55:44.903:15537.482:1
04-18 11:55:44.904:15537.482:1
04-18 11:55:44.906:15537.482:1
04-18 11:55:44.907:15537.482:1
04-18 11:55:44.908:15537.482:1
04-18 11:55:44.909:15537.482:1
04-18 11:55:44.91:15537.482:1
04-18 11:55:44.912:15537.482:1
04-18 11:55:44.913:15537.482:1
04-18 11:55:44.914:15537.482:1
04-18 11:55:44.915:15537.482:1
04-18 11:55:44.916:15537.482:1
04-18 11:55:44.918:15537.482:1
04-18 11:55:44.919:15537.482:1
04-18 11:55:44.92:15537.482:1
04-18 11:55:44.921:15537.482:1
04-18 11:55:44.922:15537.482:1
04-18 11:55:44.924:15537.482:1
04-18 11:55:44.925:15537.482:1
04-18 11:55:44.926:27.354107:0
04-18 11:55:44.927:27.354107:0
04-18 11:55:44.928:27.354107:0
04-18 11:55:44.929:27.354107:0
04-18 11:55:44.93:27.354107:0
04-18 11:55:44.932:27.354107:0
04-18 11:55:44.933:27.354107:0
04-18 11:55:44.934:27.354107:0
04-18 11:55:44.935:27.354107:0
04-18 11:55:44.936:27.354107:0
04-18 11:55:44.938:27.354107:0
04-18 11:55:44.939:27.354107:0
04-18 11:55:44.94:27.354107:0
04-18 11:55:44.941:27.354107:0
04-18 11:55:44.943:6.544732:0
04-18 11:55:44.944:6.544732:0
04-18 11:55:44.945:6.544732:0
04-18 11:55:44.947:6.544732:0
04-18 11:55:44.948:6.544732:0
04-18 11:55:44.949:6.544732:0
04-18 11:55:44.95:6.544732:0
04-18 11:55:44.951:6.544732:0
04-18 11:55:44.952:6.544732:0
04-18 11:55:44.954:6.544732:0
04-18 11:55:44.955:6.544732:0
04-18 11:55:44.956:6.544732:0
04-18 11:55:44.957:14652.93:1
04-18 11:55:44.959:14652.93:1
04-18 11:55:44.961:14652.93:1
04-18 11:55:44.962:14652.93:1
04-18 11:55:44.963:14652.93:1
04-18 11:55:44.964:14652.93:1
04-18 11:55:44.965:14652.93:1
04-18 11:55:44.967:14652.93:1
04-18 11:55:44.968:14652.93:1
04-18 11:55:44.969:14652.93:1
