04-17 17:49:27.768: I/System.out(2312): Periodic data:23695.46
04-17 17:49:27.769: I/System.out(2312): Periodic data:23695.46
04-17 17:49:27.770: I/System.out(2312): Periodic data:23695.46
04-17 17:49:27.771: I/System.out(2312): Periodic data:23695.46
04-17 17:49:27.773: I/System.out(2312): Periodic data:23695.46
04-17 17:49:27.774: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.775: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.776: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.777: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.779: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.780: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.781: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.782: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.783: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.784: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.786: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.787: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.788: I/System.out(2312): Periodic data:79.49228
04-17 17:49:27.789: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.790: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.792: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.793: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.794: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.795: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.796: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.798: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.799: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.800: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.801: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.802: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.803: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.805: I/System.out(2312): Periodic data:7.3587527
04-17 17:49:27.806: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.807: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.808: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.810: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.810: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.811: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.812: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.814: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.815: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.816: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.817: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.818: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.819: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.821: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.822: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.823: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.824: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.825: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.827: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.828: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.830: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.831: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.832: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.833: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.834: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.836: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.837: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.838: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.839: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.840: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.842: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.843: I/System.out(2312): Periodic data:23146.365
04-17 17:49:27.844: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.845: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.846: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.848: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.848: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.849: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.850: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.851: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.852: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.854: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.855: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.856: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.857: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.858: I/System.out(2312): Periodic data:25.49618
04-17 17:49:27.860: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.861: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.862: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.863: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.865: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.866: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.867: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.868: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.869: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.870: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.872: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.873: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.874: I/System.out(2312): Periodic data:6.1721387
04-17 17:49:27.875: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.876: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.878: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.879: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.880: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.881: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.883: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.884: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.885: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.886: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.887: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.889: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.890: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.891: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.892: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.893: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.895: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.896: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.897: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.899: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.900: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.901: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.902: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.904: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.905: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.906: I/System.out(2312): Periodic data:24833.057
04-17 17:49:27.908: I/System.out(2312): Periodic data:106.56284
04-17 17:49:27.909: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.910: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.911: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.913: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.914: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.915: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.916: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.917: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.919: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.920: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.921: I/System.out(2312): Periodic data:7.8029785
04-17 17:49:27.922: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.923: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.924: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.926: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.927: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.928: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.930: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.932: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.933: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.934: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.935: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.936: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.938: I/System.out(2312): Periodic data:7.188226
04-17 17:49:27.939: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.940: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.941: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.943: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.944: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.945: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.946: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.947: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.949: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.950: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.951: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.952: I/System.out(2312): Periodic data:4.342088
04-17 17:49:27.953: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.955: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.956: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.957: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.958: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.959: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.961: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.962: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.963: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.964: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.965: I/System.out(2312): Periodic data:25721.941
04-17 17:49:27.966: I/System.out(2312): Periodic data:25721.941
